question,answer,false_answer
What is the short metonymic name of the chief usher of the Lord Chamberlain's department of the UK House of Lords?,Gentleman Usher of Black Rod; Irish Gentleman Usher of the Black Rod; Black Rod; Black rod; Usher of the black rod; The Gentleman Usher of the Black Rod; Serjeant at Arms of the British House of Lords; Usher of the Black Rod; Gentleman Usher of the Black Rod,The Black Rod
"Nephritis is a condition, in humans, where which part of the body becomes inflamed?",Human kidney; Duplex kidney; Kindey cell; Upper pole of the kidney; Cortical collecting tubule cell; Kidneys; Nephrous; Renal System; Nephric; Renal System Disease; Nephros; Kidney disorder; The kidney; Metanephroi; Renal; Kidney Diseases; Pole of the kidney; Nephridial; Interstitial kidney cells; Kidney disorders; Renal disorder; Hind-kidney; Renal hilus; Kidney (food); THE KIDNEYS; Pole of kidney; Inner medullary collecting duct cell; Renal anomalies; Interstitum; Kidney; Thick ascending limb cell; Renally; Renal agents,The lungs
Where on the body would a Hindu woman wear a bindi?,Hairline; Fore head; Forehead; Foreheads; Sinciput; Sincipital,On the forehead
What breed of dog is Marmaduke in the newspaper cartoon strip of that name?,Great daine; Great Danes; Deutsche Dogge; Boarhound; GREAT DANE; German Mastiff; Great dane; Grand danois; Great Dane,Chihuahua
"Charles Sands (USA), Margaret Abbot (USA) and George Lyon (Canada) were winners in what Olympic sport at the 1900 and 1904 games?",Scramble (golf); GOLF; Golf Conditioning; Men's Golf; 🏌; Golf Tournament; Golf; Duffed; Scotch foursomes; Texas scramble; Golfing; Golf tournament; Golf (Sport); Golf technology; Golfer; Golf conditioning; The Development of Golf Technology; Duffs,Archery
Who was US President immediately before and after Benjamin Harrison?,"Stephen Cleveland; President Grover Cleveland; Stephen Grover Cleveland; Stephen G. Cleveland; Grover Clevland; 22nd President of the United States; President Cleveland; 22nd and 24th President of the United States; S. Grover Cleveland; Presidency of Grover Cleveland; 24th President of the United States; S. G. Cleveland; Cleveland Administration; Grover Cleveland; Cleveland, Grover",Grover Cleveland
"In the UK television series ‘Absolutely Fabulous’, what is Edina’s surname?",South west summer monsoons; Monsoon rains; Southwest summer monsoon; Monsoon climate; Southwest monsoons; Southwest Monsoon; Mausin; Southwest monsoon in India; South western summer monsoons; South west monsoons; South-western monsoons; Montion; South-west monsoon; Monsoons; South western summer monsoon; Northeast monsoon; South-western summer monsoon; Southwest summer monsoons; South-west summer monsoon; Southwestern summer monsoons; South west monsoon; Summer monsoon; African monsoon; South western monsoons; North-east monsoon; Southwestern summer monsoon; Northeast Monsoon; South western monsoon; South-western summer monsoons; South-western monsoon; South Asian monsoon; Monsoon; Southwestern monsoons; African Monsoon; South west summer monsoon; South-West monsoons; Monsoonal; Southwestern monsoon; West African Monsoon; Monzoon; Southwest monsoon; South Asian Monsoon; South-west summer monsoons,Monsoon
The names for the satellites of which planet are chosen from characters from the works of William Shakespeare and Alexander Pope?,Magnetosphere of Uranus; Sol 7; Georgium Sidus; HD 128598; Planet Uranus; SAO 158687; 7th planet; Urano (planet); ♅; Sol-7; Uranus (planet); Discovery of Uranus; Seventh planet; Sol h; Sun h; Sol VII; 34 Tauri; George's Star; ⛢; Uranus (astronomy); Uranos (planet); Uranus (Planet); Georgian planet; Uranus; Astronomy Uranus,Mars
Which town in East Sussex now stands on the site of the battle of Hastings?,Battle; Battle Of; Battles; Skirmishes; Decisive Battle,Eastbourne
In which country does The Girl From Ipanema live,Brazil; Etymology of Brazil; Federal Republic of Brazil; Brasil; Barzil; Federative Republic of Brazil; Brazil (country); Brassil; Republic of Brazil; Brésil; Brzil; Brazilian Federative Republic; Republica Federativa do Brasil; Bresil; Brazilian Republic; ISO 3166-1:BR; República Federativa do Brasil; Brazilo,Argentina
Which famous scientist lived at Down house in Kent?,"Charles R. Darwin; Www.darwin200.org.uk; Charles R Darwin; Darwin200; Darwin 200; CHARLES DARWIN; Charles Darwin's; Darwin's; Charlesdarwin; CR Darwin; C. R. Darwin; Charles darwin; Charles Robert Darwin; Chuck Darwin; C darwin; Darwin's theory; Charles Darwin; Mary Darwin; Darwin, Charles; Charels darwin",Isaac Newton
How many ‘Triangles’ are there on the logo of car manufacturer BMW?,Four; four; 4,Five
Which famous employee-owned UK retailer's slogan is 'Never Knowingly Undersold'?,"John Lewis; Lewis, John; John Lewis (priest); John Lewis (footballer); John Lewis (disambiguation)",Harrods
‘Make Them Wait’ is rhyming slang for which Bingo number?,58; fifty-eight,58
On which subject do Carol Kirkwood and Helen Willets report on BBC TV?,Weather conditions; The weather; Weather Systems; WEATHER; Fair weather; Waether; Inclement weather; Planetary weather; Weather systems; Weather; Weather patterns; Wheather; Calm weather; Weather pattern; Hot weather,Cooking
"Used to describe insects such as the Mayfly that only live for a short time, what word derives from the Greek for """"living a day""""?",Ephemeralities; Ephemeral creek; Ephemoral; Ephemerality; EPHEMERAL; Ephemeral river; Ephemeral; Ephemeral waterbody; Ephemeral channel; Ephemerally; Ephemeralness,Ephemeral
A bean bag is a substitute for what item of furniture?,Kubbestol; 24 hour chair; Armchair (chair); Chair leg; Chairs; Chair; Chaired; Armchair (furniture); 8 hour chair; Chair seat; Personal chair; Four legged chair; Chair (furniture); Wooden chair; Chair toss; Dining-chair; Booster Chair,A chair
"Which album by Lily Allen contained the tracks """"The Fear"""", """"Not Fair"""" and """"22""""?","Its not me, its you; Everyone's at It; The Fuck You Tour; Stuck on the Naughty Steps; Everyone's At It; Everyone's at It (song); Stuck on the Naughty Step; Its not me its you; It's Not Me, It's You; It's Not Me It's You","It's Not Me, It's You"
Which British monarch famously said ‘I don’t wish to open windows into men’s souls’?,"The Gloriana; Queen Elisabeth of england; Elizabeth the First; Queene Elisabeth of England; Bess of England; Elizabeth I of Ireland; Queen Elizabeth 1; Queen Elisabeth I; Elizabeth I (England); Elizabeth I of Great Britain; Queen of England Elizabeth; Queen Elizabeth the first; Queen Elizabeth I of England; Elizabeth the first; Elizabeth I of the United Kingdom; Queen of England Elizabeth I; QEI; Elizabeth I; Queen Elizabeth of England; Elisabeth 1st; La Vita della Regina Elizabetta; Elisabeth I of England; Elisabeth of England; Queen Elizabeth the First; Elizabeth I of England; Good Queen Bess; Liz 1; Virgin Queen; Elizabeth 1; Queen Elizabeth l; Elizabeth of England; Elizabeth I Tudor; Elizabeth Tudor; Elizabeth I, Queen of England; Elizabeth the 1st; Queen Elizabeth I; Elizabeth i of england; Elisabeth I",Queen Elizabeth I
How many times was Wyatt Earp shot?,None; None (disambiguation),Zero times
"What is pickled raw, and served with dill and mustard sauce, in the Scandinavian dish, Gravlax?",Salmon (zoology); Salmon and Trout; Salmon (fish); Baked Salmon; SALMON; Salmon; Alaskan salmon; Parr (fish); Land-locked salmon; Sake no dengaku,Cabbage
In which form of pool (pocket billiards) are the balls formed into a diamond pattern?,9 ball pool; 9-ball; 9 Ball; Nine-ball; Nine-Ball; Six-ball; 9Ball; Nine Ball; Nine ball; 9 ball; 9-Ball; 9ball; 9-Ball Pool; Nineball,Snooker
What is the name of the dog in Jerome K Jerome’s ‘Three Men in a Boat’?,Montmorency (disambiguation); MONTMORENCY; Montmorency,Fido
Which London street became famous as a fashion centre in the sixties,Carnaby Street,Carnaby Street
Generally the standard steps per minute for a military 'quick march' pace is?,120; one hundred and twenty,120 steps per minute
The Old Faithful geyser is in which American national park?,"Yellowstone National Park Archives; Yellowstone History; Yellow Stone; Yellowstone Act; Yellowstone Park; Yellow Stone National Park; Yellowstone National Parc; Mallard Lake trail; Yellowstone climate; Yellowstone; Yellowstone National Park, WY; Yellowstone NP; Yellowstone National Park, Montana; Yellowstone National park; Yellowstone Nationa Park; Yellowstone National Park",Yosemite National Park
"The works of artists De Chirico, Andr Breton, Mir, Magritte, Dal and Ernst are examples of what art movement?",Surrealist writing; Surrealist poet; History of surrealism; Surreal fiction; Surreal art; Surrealist Movement; Surrealistic Artists; Surrealist groups; Surreality; Surrealist movement; Surrealist Movement in the United States; Surrealistic; Surrealism in the arts; Surealism; Surrealism (art); Surrealist Art; Surreal theatre; Surrealists; Surrealist poetry; Surrealism in the Arts; Surrealist; Surrealist verse; Surrealism in the United States; Surrealism; Surrealist art,Abstract Expressionism
Which Italian City is the setting of Shakespeare's 'Romeo and Juliet'?,"San Michele Extra; UN/LOCODE:ITVRN; Commune of Verona; Waelsch-Bern; Walsch-Bern; VERONA; Vetona; City of Verona; Verona, Italy; Welschbern; Wälsch-Bern; Verona; City Of Verona",Venice
‘The Road Back’ is the sequel to which novel by Erich Maria Remarque published in 1929?,All quiet; Im Westen Nichts Neues; All quiet on the Western Front; Kantorek; All Silent on the Western Front; All quiet on the western front; All Quiet on the Western Front; All Quiet On The Western Front; Tjaden; All Quiet on the Western Front (novel); Franz Kemmerich; All silent on the western front; All quiet in the western front; ALL QUIET ON THE WESTERN FRONT; Im Westen nichts Neues; Aqotwf,All Quiet on the Western Front
"Which novelist, born in Bombay in 1865, was awarded the Nobel prize for Literature in 1907?","Joseph Rudyard Kipling; Kiplingesque; Rudyard Kipling; Kipling rudyard; Rudy Kipling; R Kipling; Kipling; Kipling, Joseph Rudyard; Kiplingian; R. Kipling; Ruyard Kipling; Kipling Society; Bard of Empire; Rudyard Kipling (author)",H.G
Labour Day is celebrated in France during which month of the year?,㋄; May sickness; May; Veliki traven; May (month); Month May,May
What is a form of word play that deliberately exploits ambiguity between similar-sounding words for humorous or rhetorical effect?,Punsters; Pun; Punny; Punned; Paronomasia; Punners; Paranomasia; Punningly; Punning; Lowest form of humor; Punster; Kalembur; Paronomastic; Word pun; No Pun Intended; Punner; Punnings; Embedded pun,Malapropism
Mount Godwin-Austen is better known by which name?,"Mount K-2; Mount Godwin Austin; Qogir Feng; K2; Mount Godwin Austen; Mt k2; Mt. Godwin-Austen; Qogir; Godwin Austin K2; Chogori; Mount Godwin-Austen; Mount Qogir; Godwin Austen Peak; Abruzzi Spur; Chogo Ri; Mount K2 Pakistan; K2 (mountain); Godwin Austen peak; K–2; Dapsang; Mt. Godwin Austen; K2, Mount",Mount McKinley
"Who, in 1983 sang the theme song to the James Bond film """"Octopussy""""?",RITA COOLIDGE; Rita Coolidge,Tina Turner
Which was the last European capital city to be liberated from the Germans in W.W.II?,"City of Prague; PRAGUE; Prauge; Wards of Prague; Prague, Czechoslovakia; Prahou; Prague ,Czech Republic; Prague, Bohemia; Prague (Czech Republic); Prague, Czechia; NUTS Prague; Praha, Czech Republic; Praha; Capital city of the Czech Republic; UN/LOCODE:CZPRG; Capital of the Czech Republic; Europe/Prague; Praque; Prague tourism; Prague, Bohemia, Czech Republic; Greater Prague; NUTS Praha; Prague; Prahy; Historic Centre of Prague; Hlavní město Praha; Capital of Czech Republic; Prague, Czech Republic; CZPRG",Lisbon
Louis Reard created which two-piece item of clothing in 1946?,Bikinis; Bikini-tanned; Men's bikini; Unikini; Bikini (underwear); Bikini-tanning; Bikini tops; Bikini tanned; Bikini-tan; Bikinitanning; Bikinitan; Pale breast; Bikini; Pale breasts; Bikini top; 👙; Bikini tanning; Vkini; Bikini-tans; Two-piece swimsuit; Bikinitans; Bikini bottom; Bikinitanned; Bikini tans,Monokini
Which is the only nation to have won at least one medal in every Summer Olympic Games?,"Great–Britain; England, Scotland and Wales; England, Wales and Scotland; Great Britain; Gt. Brit; Island of Great Britain; Island of Britain; Britain (island); Prydain Fawr; Great Britian's; England, Wales, and Scotland; Terminology of Great Britain; Great britain; Mainland United Kingdom; UK mainland; Great-Britain; Breatainn Mhor; Mainland UK; The Great Britain; England and Wales and Scotland; Great Britain (island); Great Britain (GB); Great Britain's; Ile of Britain; Isle of Britain; Gret Bryton; Breatainn Mhòr; Grate Britain; Gran Bretaña; Britannia Major; England, Scotland, and Wales; Great Brittain; Mainland Britain; Great Britian; Metropolitan Britain; Storbritannien; GREAT BRITAIN; British mainland",Canada
The fashion designer Jimmy Choo is best known for designing which item of clothing?,Orthopaedic footwear; Shoe factory; Insoles; Shoewear; Shoe upper; Character shoe; Insole; House Shoes; Dansneakers; Upper (shoe); Toe box; Dance shoes; SHOES; Orthopedic shoes; DJ House Shoes; Outsoles; Outsole; Shoe (dance); 👞; Midsole; Shoes; House shoes; Sole (shoe); Orthopedic footwear; Custom insoles; Dance shoe; Vamp (shoe); Shoe sole; Shoe; House shoe,Hats
"More commonly known as the thigh bone, what is the medical name for the longest bone in the human body?",Fumuer; Upper leg bone; Femoral bone; Patella surface of femur; Feumur; Os longissimum; Thigh bones; Shenton's Line; Femur; Fumeur; Largest bone; Femoral bones; Fumur; Thigh-bone; Femur bone; Femora; Fuemur; Thighbone; Femur bones; Largest bones; Femir; Femu; Femurs; Facies patellaris femoris; Thigh bone; Os femoris; The Femur,Tibia
"What film production company was named after brothers Harry (born Hirsz), Albert (born Aaron), Sam (born Szmul), and Jack (born Itzhak)?","Warner Bros. Inc.; Warner Brothers Pictures, Inc; Warner bros; Warner Bro's; Warner Bros. Studio; Warner Brothers; WB Shield; Warner Brothers Recordings; Warner Bros. Entertainment Company; Wild Guns (film); Warner Brothers Entertainment; Warner Brothers Corporation; Warnerbros; Warner Brothers Studio; Warner Bros. Pictures Distribution; Warner Bros. Entertainment Inc.; Warner Bros. Entertainment, Inc.; WB Studios; Warmer Bros.; Warner Bros. Pictures Inc.; Warners; Warner Brothers Inc.; Warner Bros. Entertainment; The Warner Brothers Studio; Warner Bro; Warner Bros. Pictures, Inc.; Warner Bros.; Warner Brothers Japan; Warner Bros; Warner Brothers Pictures; Warner Bros. Pictures; Warner Bros. Studios; Warnerbros.com; Warner Brothers Studios; Warner Brothers International Television",Warner Bros.
Giallo is Italian for which colour?,"Yellowest; Whiteyellow; Yelow; Yellow color; Yellowishness; Yellower; White-yellow; Rgb(255, 255, 0); Dark yellow; Yellowwhite; Symbolism of yellow; Yellow (color); Yellow (colour); Yellowy; Yellow white; Yellowishly; White yellow; Yellow (Colour); (255, 255, 0); Yellow; Royal yellow; Yellow-white",Blue
Which Liverpool player scored two goals in both the semi-final and final of the FA Cup in 1986?,IAN RUSH; Ian Rush,Ian Rush
The Wasp Factory was the debut novel of which author who died in 2013?,"Iain M. Banks; Iain M Banks; Banks, Iain; Iain Banks; Ian M. Banks; Ian M Banks",Iain Banks
Who sang about 'Angie Baby' in 1975?,Helen Reddy; HELEN REDDY,Olivia Newton-John
What alphabetically is the first station on the London underground,"Acton, United Kingdom; Acton; Acton (disambiguation)",Aldgate
Which Greek philosopher is popularly known as 'The Laughing Philosopher' because of his scoffing nature?,Laughing Philosopher; Demokritos; DEMOCRITUS; Democritus; Democritean; Democritus Of Abdera; Democritus of Abdera; Abderitan laughter; Democratus; Dēmokritos; Demokrit; Δημόκριτος,Epicurus
