question,answer,false_answer
where was part of the classic surfing movie endless summer filmed,Ghana; Hawaii; Nigeria; Tahiti; Australia; New Zealand; Senegal; South Africa,Hawaii
what percentage of the earth's surface is water,78%; roughly 78%,65%
who killed missy in a bend in the road,"Brian; Sarah's brother, Brian",John Grisham
who became king of erebor after thorin dies,Dáin; his cousin Dáin,Fili
what does the ghost of christmas present sprinkle from his torch,warmth; a little warmth,Joy
who wrote the song fly me to the moon,Bart Howard,Elton John
who wrote song what a friend we have in jesus,Charles Crozat Converse; Joseph M. Scriven; William Bolcom,George Harrison
who sang never gonna let you go,Joe Pizzulo and Leeza Miller; Joe Pizzulo; Leeza Miller,Whitney Houston
when will miraculous season 2 episode 11 be released,30 March 2018; 27 October 2017,January 2023
who destroyed the first temple and exiled the two tribes of judah to babylon,Nebuchadnezzar,Julius Caesar
who played forrest gumps mother in the 1994 film,Sally Field,Meryl Streep
where is iodine found in the periodic table,heaviest of the stable halogens,"Group 17, Period 5"
what is the name of india pakistan border,International Border; IB; International Border (IB); India and Pakistan Border; The India and Pakistan Border,Line of Peace
who made the song we are the world,produced by Quincy Jones,The Beatles
whats the difference between tomato paste and tomato puree,consistency,"Tomato paste is cooked, tomato puree is raw"
when did chicano studies become major studies programs on college campuses,By 1975; 1972,1985
who is the actress who plays baker on blue bloods,Abigail Hawk,Jennifer Aniston
who was the killer in the movie i know what you did last summer,Ben Willis,Sarah Michelle Gellar
how many countries touches the land boundary of india,seven,12
who played the wicked witch in wicked on broadway,Rachel Kelly Tucker,Anne Hathaway
when was the last easter fell on april 1,2018,2001
how many world series wins does the dodgers have,6; six,8
when did the second it movie come out,"September 6, 2019; September 8, 2017",September 2021
who wrote the guitar solo in beat it,Eddie Van Halen,Paul McCartney
when did the anti smacking law come in nz,anti-smacking bill; 21 June 2007,2008
where was the first sonic drive in located,"Woodward, Oklahoma","Los Angeles, California"
what episode does caroline come into the originals,Brave New World,"Season 2, Episode 5"
who does the voice of amy on futurama,Lauren Tom,Scarlett Johansson
who is the original singer of just when i needed you most,Randy VanWarmer,Bob Dylan
the names of the beaches on d day,Juno Beach; Omaha Beach; Utah Beach; Gold Beach; Sword Beach,"Omaha, Utah, Gold, Juno, Sword"
where was a hologram for the king filmed,Morocco; Berlin and Düsseldorf in Germany; Berlin; Hurghada in Egypt; Düsseldorf in Germany; Egypt; Germany,"Dubai, United Arab Emirates"
who was the guy who died in glee,Cory Allan Michael Monteith,David Archuleta
when was the first epistle of john written,AD 95–110; probably written in Ephesus,90 AD
who made the movie fifty shades of grey,Universal Pictures and Focus Features; Sam Taylor-Johnson,Quentin Tarantino
which is the tallest building in the world 2018,Burj Khalifa in Dubai; Burj Khalifa,Empire State Building
who has won the most superbowls as a player,Charles Haley; Neal Dahlen; Bill Belichick; Tom Brady,Joe Montana
time of the state of the nation address,after 9pm ET,8:00 PM
who sings the rap in baby by justin bieber,Ludacris,Kanye West
when is season 4 of flash coming out,"October 10, 2017; on October 10, 2017",January 2019
who plays christian in 50 shades of grey,"James ""Jamie"" Dornan",Robert Pattinson
when did stephen curry won the mvp award,"2015,; 2015; 2014–15; 2016",2011
where did the cosbys live in new york,"in Brooklyn; Brooklyn, New York",Manhattan Upper East Side
who won the world cup in cricket 2017,Pakistan,Australia
who invented the cornell method of note taking,Walter Pauk,Albert Einstein
where does the water from the california aqueduct come from,Sierra Nevada Mountains; the Sierra Nevada Mountains,Colorado River
what was the name of the first continent,Pangaea,Pangaea Ultima
phase change from gas to solid is called,Deposition; desublimation,Sublimation
who sang the song should have been a cowboy,Toby Keith,Garth Brooks
when was the first mad max movie release,12 April 1979; April 1979; 1979,1985
a political leader during the roman empire was called,emperors,Caesar
where was uncle tom's cabin first published,The National Era,"London, England"
where does the last name roberts come from,Norman; Norman origin,Scotland
when is the world consumer right day celebrated,15 March every year; 15 March,March 15
royal society for the protection of birds number of members,more than a million,1.5 million
how many wing stops are there in the united states,"1,000; more than 1,000","1,200"
where do pineapples come from in the world,Costa Rica; Philippines; Brazil; the Philippines; Thailand; Indonesia; India,Hawaii
where does blonde hair green eyes come from,a low concentration in pigmentation,Scandinavia
what is the second book in the alchemyst series,The Magician,The Magician's Apprentice
skin that covers the palms fingertips and soles of the feet,stratum lucidum,Stratum lucidum
what is the latest version of chrome for linux,67.0.3396; 67.0,Chrome 65
what is the largest bill in american money,$100,"$1,000 bill"
how long is the bridge between new brunswick and prince edward island,12.9-kilometre,10 miles
how many nfl games were played in london,21,8 games
how many characters are present in icd-10 codes,7,5 characters
how many seasons of ray donovan has there been,5,7 seasons
where do peaches come from in the us,other states; South Carolina; California; Georgia,Florida
what was the name of atom bomb dropped by usa on hiroshima,Little Boy,Little Boy Blue
songs on 4 your eyez only j cole,Immortal; 4 Your Eyez Only; Ville Mentality; Deja Vu; She's Mine Pt. 2; She's Mine Pt. 1; Change; For Whom the Bell Tolls; Neighbors; Foldin Clothes,"Neighbors, Deja Vu, Immortal"
what happened to western rome after it fell,divided into several successor polities,Became Eastern Rome
who helped them recapture mycenae once they were old enough to fight,Aegisthus,Hercules
who is the cast of the new tomb raider movie,Alicia Vikander as Lara Croft,Angelina Jolie
who came up with the term baby boomer,The Washington Post,Charles Dickens
where are the cardiac and vasomotor centers found,medulla oblongata; the medulla oblongata,Medulla oblongata
who played anne in anne with an e,Amybeth McNulty,Emma Watson
number of employees in the department of health and human services,"79,540 (2015); 79,540","50,000"
who played big enos in smokey and the bandit,Pat McCormick,Burt Reynolds
who plays chris grandy in 13 going on 30,Jim Gaffigan; Alex Black,Ryan Reynolds
who has hit a double century in the ranji trophy for jharkhand in 2016,Jaydev Shah,Virat Kohli
where is the hero golf challenge being played,The Bahamas; Albany development in the Bahamas,"Pebble Beach, California"
what is the wave length of x rays,from 0.01 to 10 nanometers,0.1 nm
who won the oscar for best picture in 1976,Rocky,Jaws
who were the two mathematicians that invented calculus,Gottfried Leibniz; Isaac Newton,Albert Einstein and Isaac Newton
where does porter fly out of in toronto,Billy Bishop Toronto City Airport,Pearson International Airport
who sang the end of the world as we know it,R.E.M.,The Rolling Stones
who challenged the aristotelian model of a geocentric universe,Copernicus,Galileo Galilei
delhi is on the banks of which river,Yamuna,Ganges River
what happened at the 1939 worlds fair in regards to television,Television demonstrations are held,The first color television broadcast
krypton-85 decays by emission of a beta particle. the product of this decay is,rubidium-85,Xenon-85
who starred in the tv show even stevens,Nick Spano; Donna Pescow; Christy Carlson Romano; Shia LaBeouf; Tom Virtue,Shia LaBeouf and Hilary Duff
what percent of the us population controls the wealth,1%,1%
what is the oasis in ready player one,a virtual reality simulator,A virtual reality nightclub
who sang the song one of these nights,American rock band Eagles; the American rock band Eagles; Eagles,The Beatles
what type of energy do satellites generally use to communicate with earth,radio and microwave frequencies; electromagnetic waves,Nuclear energy
who has most followers on instagram in world,Instagram's own account; Instagram; Selena Gomez,Kim Kardashian
when did the international space station go into space,1998,1995
what was the first capital city of australia,New South Wales; Melbourne; Sydney,Sydney
what are the toll roads called in mexico,autopistas,Autopistas
when does the good doctor episode 8 air,"November 20, 2017","October 15, 2021"
what was the name of the horse in steptoe and son,Hercules,Bessie
what state does rick and morty take place in,Washington; the U.S. state of Washington,New York
what is an open university grade 3 pass,55–69%,A passing grade with honors
who dies in season 2 of the originals,Kol,Klaus Mikaelson
what is the approximate volume of blood in your body,approximately 5 liters,10 liters
who's winning the election in virginia for governor,Ralph Northam; Democratic nominee Ralph Northam,Donald Trump
what are three different types of hotel properties,Bed and breakfast; Hotel barge; Botel,"Boutique, Resort, and Hostel"
where does the phrase dressed to the nines,Scots in origin,From 19th-century tailors
when did harvard become an ivy league school,1945,1945
who claimed land in south america for portugal,John II of Portugal,Christopher Columbus
who proposed that electrons behave like waves and particles,Einstein,Max Planck
